,model,bootstrap_iteration,calibration_slope
145,GenMetS only,45,0.4122933492151189
146,GenMetS only,46,0.8159007203275078
147,GenMetS only,47,0.9661160485236383
148,GenMetS only,48,0.6951305573666486
149,GenMetS only,49,0.7668870569506806
150,GenMetS only,50,0.5553435229508088
151,GenMetS only,51,0.9493506526398723
152,GenMetS only,52,0.31245068918252833
153,GenMetS only,53,1.0103079009633305
154,GenMetS only,54,0.773240422822918
155,GenMetS only,55,1.1721622902630364
156,GenMetS only,56,1.0871142138240217
157,GenMetS only,57,0.9836405490542242
158,GenMetS only,58,0.5249146179184808
159,GenMetS only,59,0.7272027936940121
160,GenMetS only,60,1.201924231377808
161,GenMetS only,61,0.5867508088306743
162,GenMetS only,62,0.44049445686987615
163,GenMetS only,63,0.9023348546565235
164,GenMetS only,64,0.7177109884908094
165,GenMetS only,65,0.8377008325836147
166,GenMetS only,66,0.4740326335292931
167,GenMetS only,67,0.3909002410563824
168,GenMetS only,68,0.9316019601653246
169,GenMetS only,69,0.7507392265394209
170,GenMetS only,70,0.6900335761332416
171,GenMetS only,71,0.14582047581901236
172,GenMetS only,72,0.22446021322921447
173,GenMetS only,73,0.6465323778448091
174,GenMetS only,74,0.4099920732936311
175,GenMetS only,75,0.46201990142210403
176,GenMetS only,76,0.7317278236646116
177,GenMetS only,77,0.8562625579118621
178,GenMetS only,78,0.9867607778988764
179,GenMetS only,79,0.17229431627131053
180,GenMetS only,80,1.034518842922026
181,GenMetS only,81,1.0845336416999851
182,GenMetS only,82,0.3376059046810191
183,GenMetS only,83,1.2441388971925744
184,GenMetS only,84,1.1672007335610513
185,GenMetS only,85,0.9308354619339779
186,GenMetS only,86,0.9776193063587941
187,GenMetS only,87,1.4814733450449435
188,GenMetS only,88,1.1390190938602431
189,GenMetS only,89,0.5390379829183835
190,GenMetS only,90,0.6797907672932766
191,GenMetS only,91,1.0298032530760617
192,GenMetS only,92,0.6767738343270437
193,GenMetS only,93,0.788037804436786
194,GenMetS only,94,1.2476183730192303
195,GenMetS only,95,0.5897805243024905
196,GenMetS only,96,0.62393712210868
197,GenMetS only,97,-0.10024962699612301
198,GenMetS only,98,0.7394375114352563
199,GenMetS only,99,0.9978148127651166
200,GenMetS + age,0,1.8508363811421165
201,GenMetS + age,1,1.9370204483969538
202,GenMetS + age,2,1.74435903326684
203,GenMetS + age,3,1.995983412920627
204,GenMetS + age,4,1.5908353225210934
205,GenMetS + age,5,1.9911161955294145
206,GenMetS + age,6,1.506695600141097
207,GenMetS + age,7,1.906805046315123
208,GenMetS + age,8,1.6517604823729746
209,GenMetS + age,9,1.6698682841780574
210,GenMetS + age,10,2.845511206996311
211,GenMetS + age,11,1.1055667834624399
212,GenMetS + age,12,1.6974836333616317
213,GenMetS + age,13,2.0342578701459257
214,GenMetS + age,14,1.948377476492665
215,GenMetS + age,15,1.9199102588421957
216,GenMetS + age,16,2.6136916727080868
217,GenMetS + age,17,2.075456574736296
218,GenMetS + age,18,2.208340341917634
219,GenMetS + age,19,2.486144171571541
220,GenMetS + age,20,2.359383173304909
221,GenMetS + age,21,1.3084107387747395
222,GenMetS + age,22,2.0931212413790212
223,GenMetS + age,23,2.241645999545708
224,GenMetS + age,24,1.642509943497611
225,GenMetS + age,25,2.225422507229304
226,GenMetS + age,26,1.90267323231645
227,GenMetS + age,27,1.8951918890865742
228,GenMetS + age,28,2.1222427410526
229,GenMetS + age,29,1.6952521797368485
230,GenMetS + age,30,2.0847986559309617
231,GenMetS + age,31,0.7742250966071366
232,GenMetS + age,32,2.8253445040002396
233,GenMetS + age,33,0.44829559851679
234,GenMetS + age,34,1.9425109085113474
235,GenMetS + age,35,1.9828179366738077
236,GenMetS + age,36,2.6167292848299515
237,GenMetS + age,37,2.2401428193611785
238,GenMetS + age,38,2.902601069226783
239,GenMetS + age,39,2.198384668523535
240,GenMetS + age,40,1.4918232250513828
241,GenMetS + age,41,1.4311892551268488
242,GenMetS + age,42,2.0409233140558465
243,GenMetS + age,43,1.785061600203935
244,GenMetS + age,44,2.2177663580411067
245,GenMetS + age,45,1.6513657768857457
246,GenMetS + age,46,1.8360432579392927
247,GenMetS + age,47,2.347957296870409
248,GenMetS + age,48,2.0188119995057465
249,GenMetS + age,49,1.9045255628380322
250,GenMetS + age,50,1.3463523217719933
251,GenMetS + age,51,2.508915758601417
252,GenMetS + age,52,2.205259482259295
253,GenMetS + age,53,2.0728540834861784
254,GenMetS + age,54,2.5166921082823714
255,GenMetS + age,55,1.9611247223228045
256,GenMetS + age,56,2.377035357854436
257,GenMetS + age,57,2.0235633246714766
258,GenMetS + age,58,1.8454722879452565
259,GenMetS + age,59,2.300399213230591
260,GenMetS + age,60,2.620795970024524
261,GenMetS + age,61,1.67187447026145
262,GenMetS + age,62,2.268270650959315
263,GenMetS + age,63,2.10322903805062
264,GenMetS + age,64,1.442555354932755
265,GenMetS + age,65,2.0444615380590645
266,GenMetS + age,66,1.7999318677433798
267,GenMetS + age,67,1.8487964488609383
268,GenMetS + age,68,2.043671483217338
269,GenMetS + age,69,0.8134281732302061
270,GenMetS + age,70,1.6283796002331727
271,GenMetS + age,71,0.5001634503532614
272,GenMetS + age,72,1.5728484630243418
273,GenMetS + age,73,1.9627473366300199
274,GenMetS + age,74,1.0586761707985275
275,GenMetS + age,75,2.2563957042881877
276,GenMetS + age,76,1.5206639780149458
277,GenMetS + age,77,2.0797472538868025
278,GenMetS + age,78,2.682324312915274
279,GenMetS + age,79,1.9432480228870568
280,GenMetS + age,80,2.2602013705517647
281,GenMetS + age,81,1.644131569636472
282,GenMetS + age,82,1.8058353683734483
283,GenMetS + age,83,1.6414089014866209
284,GenMetS + age,84,2.440218209078581
285,GenMetS + age,85,1.8648697501819105
286,GenMetS + age,86,1.9434383036391045
287,GenMetS + age,87,1.7050411464669248
288,GenMetS + age,88,1.8559880577368575
289,GenMetS + age,89,1.4159274244149187
290,GenMetS + age,90,1.7253380739307174
291,GenMetS + age,91,2.3615658435481057
292,GenMetS + age,92,2.5223241464361275
293,GenMetS + age,93,1.7230718230400355
294,GenMetS + age,94,2.636286974295092
295,GenMetS + age,95,2.2680922940916863
296,GenMetS + age,96,1.498451824994248
297,GenMetS + age,97,0.8779871387118416
298,GenMetS + age,98,1.7020069463535064
299,GenMetS + age,99,1.9256154804180499
