,model,bootstrap_iteration,c_index
445,covariates only,45,0.7809482001755926
446,covariates only,46,0.7568042142230026
447,covariates only,47,0.754828797190518
448,covariates only,48,0.7532923617208077
449,covariates only,49,0.7568042142230026
450,covariates only,50,0.7608647936786654
451,covariates only,51,0.7559262510974539
452,covariates only,52,0.7640474100087796
453,covariates only,53,0.7405618964003512
454,covariates only,54,0.7573529411764706
455,covariates only,55,0.7583406496927129
456,covariates only,56,0.7568042142230026
457,covariates only,57,0.7491220368744512
458,covariates only,58,0.7368305531167691
459,covariates only,59,0.7568042142230026
460,covariates only,60,0.7568042142230026
461,covariates only,61,0.7728270412642669
462,covariates only,62,0.7491220368744512
463,covariates only,63,0.7587796312554873
464,covariates only,64,0.7583406496927129
465,covariates only,65,0.752414398595259
466,covariates only,66,0.7368305531167691
467,covariates only,67,0.7559262510974539
468,covariates only,68,0.75
469,covariates only,69,0.7405618964003512
470,covariates only,70,0.7368305531167691
471,covariates only,71,0.7568042142230026
472,covariates only,72,0.7559262510974539
473,covariates only,73,0.7559262510974539
474,covariates only,74,0.7549385425812116
475,covariates only,75,0.7728270412642669
476,covariates only,76,0.7583406496927129
477,covariates only,77,0.7532923617208077
478,covariates only,78,0.7549385425812116
479,covariates only,79,0.7589991220368745
480,covariates only,80,0.7420983318700615
481,covariates only,81,0.7559262510974539
482,covariates only,82,0.7513169446883231
483,covariates only,83,0.7609745390693591
484,covariates only,84,0.7559262510974539
485,covariates only,85,0.7405618964003512
486,covariates only,86,0.7491220368744512
487,covariates only,87,0.7549385425812116
488,covariates only,88,0.7559262510974539
489,covariates only,89,0.7610842844600527
490,covariates only,90,0.75
491,covariates only,91,0.754828797190518
492,covariates only,92,0.7405618964003512
493,covariates only,93,0.7262949956101844
494,covariates only,94,0.7568042142230026
495,covariates only,95,0.7662423178226514
496,covariates only,96,0.7491220368744512
497,covariates only,97,0.7637181738366988
498,covariates only,98,0.7609745390693591
499,covariates only,99,0.7368305531167691
