,model,bootstrap_iteration,fpr,tpr,auc
9471,GenMetS + covariates,94,0.7171717171717172,0.9850746268656716,0.79400790166813
9472,GenMetS + covariates,94,0.7272727272727273,0.9850746268656716,0.79400790166813
9473,GenMetS + covariates,94,0.7373737373737375,0.9850746268656716,0.79400790166813
9474,GenMetS + covariates,94,0.7474747474747475,0.9850746268656716,0.79400790166813
9475,GenMetS + covariates,94,0.7575757575757577,0.9850746268656716,0.79400790166813
9476,GenMetS + covariates,94,0.7676767676767677,0.9850746268656716,0.79400790166813
9477,GenMetS + covariates,94,0.7777777777777778,0.9850746268656716,0.79400790166813
9478,GenMetS + covariates,94,0.787878787878788,0.9850746268656716,0.79400790166813
9479,GenMetS + covariates,94,0.797979797979798,0.9850746268656716,0.79400790166813
9480,GenMetS + covariates,94,0.8080808080808082,0.9850746268656716,0.79400790166813
9481,GenMetS + covariates,94,0.8181818181818182,0.9850746268656716,0.79400790166813
9482,GenMetS + covariates,94,0.8282828282828284,0.9850746268656716,0.79400790166813
9483,GenMetS + covariates,94,0.8383838383838385,0.9850746268656716,0.79400790166813
9484,GenMetS + covariates,94,0.8484848484848485,0.9850746268656716,0.79400790166813
9485,GenMetS + covariates,94,0.8585858585858587,0.9869842705663601,0.79400790166813
9486,GenMetS + covariates,94,0.8686868686868687,0.9904015277149606,0.79400790166813
9487,GenMetS + covariates,94,0.8787878787878789,0.993818784863561,0.79400790166813
9488,GenMetS + covariates,94,0.888888888888889,0.9972360420121614,0.79400790166813
9489,GenMetS + covariates,94,0.8989898989898991,1.0,0.79400790166813
9490,GenMetS + covariates,94,0.9090909090909092,1.0,0.79400790166813
9491,GenMetS + covariates,94,0.9191919191919192,1.0,0.79400790166813
9492,GenMetS + covariates,94,0.9292929292929294,1.0,0.79400790166813
9493,GenMetS + covariates,94,0.9393939393939394,1.0,0.79400790166813
9494,GenMetS + covariates,94,0.9494949494949496,1.0,0.79400790166813
9495,GenMetS + covariates,94,0.9595959595959597,1.0,0.79400790166813
9496,GenMetS + covariates,94,0.9696969696969697,1.0,0.79400790166813
9497,GenMetS + covariates,94,0.9797979797979799,1.0,0.79400790166813
9498,GenMetS + covariates,94,0.98989898989899,1.0,0.79400790166813
9499,GenMetS + covariates,94,1.0,1.0,0.79400790166813
9500,GenMetS + covariates,95,0.0,,0.7794117647058824
9501,GenMetS + covariates,95,0.010101010101010102,0.07462686567164178,0.7794117647058824
9502,GenMetS + covariates,95,0.020202020202020204,0.13432835820895522,0.7794117647058824
9503,GenMetS + covariates,95,0.030303030303030304,0.16417910447761194,0.7794117647058824
9504,GenMetS + covariates,95,0.04040404040404041,0.16417910447761194,0.7794117647058824
9505,GenMetS + covariates,95,0.05050505050505051,0.19402985074626866,0.7794117647058824
9506,GenMetS + covariates,95,0.06060606060606061,0.2835820895522388,0.7794117647058824
9507,GenMetS + covariates,95,0.07070707070707072,0.2835820895522388,0.7794117647058824
9508,GenMetS + covariates,95,0.08080808080808081,0.2835820895522388,0.7794117647058824
9509,GenMetS + covariates,95,0.09090909090909091,0.2835820895522388,0.7794117647058824
9510,GenMetS + covariates,95,0.10101010101010102,0.2835820895522388,0.7794117647058824
9511,GenMetS + covariates,95,0.11111111111111112,0.2835820895522388,0.7794117647058824
9512,GenMetS + covariates,95,0.12121212121212122,0.3582089552238806,0.7794117647058824
9513,GenMetS + covariates,95,0.13131313131313133,0.3582089552238806,0.7794117647058824
9514,GenMetS + covariates,95,0.14141414141414144,0.373134328358209,0.7794117647058824
9515,GenMetS + covariates,95,0.15151515151515152,0.3880597014925373,0.7794117647058824
9516,GenMetS + covariates,95,0.16161616161616163,0.3880597014925373,0.7794117647058824
9517,GenMetS + covariates,95,0.17171717171717174,0.47761194029850745,0.7794117647058824
9518,GenMetS + covariates,95,0.18181818181818182,0.5522388059701493,0.7794117647058824
9519,GenMetS + covariates,95,0.19191919191919193,0.5537464194180614,0.7794117647058824
9520,GenMetS + covariates,95,0.20202020202020204,0.5742499623096639,0.7794117647058824
9521,GenMetS + covariates,95,0.21212121212121213,0.5970149253731343,0.7794117647058824
9522,GenMetS + covariates,95,0.22222222222222224,0.5970149253731343,0.7794117647058824
9523,GenMetS + covariates,95,0.23232323232323235,0.5970149253731343,0.7794117647058824
9524,GenMetS + covariates,95,0.24242424242424243,0.6268656716417911,0.7794117647058824
9525,GenMetS + covariates,95,0.25252525252525254,0.6268656716417911,0.7794117647058824
9526,GenMetS + covariates,95,0.26262626262626265,0.6268656716417911,0.7794117647058824
9527,GenMetS + covariates,95,0.27272727272727276,0.6567164179104478,0.7794117647058824
9528,GenMetS + covariates,95,0.2828282828282829,0.6567164179104478,0.7794117647058824
9529,GenMetS + covariates,95,0.29292929292929293,0.6567164179104478,0.7794117647058824
9530,GenMetS + covariates,95,0.30303030303030304,0.6716417910447762,0.7794117647058824
9531,GenMetS + covariates,95,0.31313131313131315,0.7014925373134329,0.7794117647058824
9532,GenMetS + covariates,95,0.32323232323232326,0.7014925373134329,0.7794117647058824
9533,GenMetS + covariates,95,0.33333333333333337,0.7313432835820896,0.7794117647058824
9534,GenMetS + covariates,95,0.3434343434343435,0.7366199306497815,0.7794117647058824
9535,GenMetS + covariates,95,0.3535353535353536,0.7910447761194029,0.7794117647058824
9536,GenMetS + covariates,95,0.36363636363636365,0.7910447761194029,0.7794117647058824
9537,GenMetS + covariates,95,0.37373737373737376,0.8507462686567164,0.7794117647058824
9538,GenMetS + covariates,95,0.38383838383838387,0.8507462686567164,0.7794117647058824
9539,GenMetS + covariates,95,0.393939393939394,0.8507462686567164,0.7794117647058824
9540,GenMetS + covariates,95,0.4040404040404041,0.8656716417910447,0.7794117647058824
9541,GenMetS + covariates,95,0.4141414141414142,0.8805970149253731,0.7794117647058824
9542,GenMetS + covariates,95,0.42424242424242425,0.8805970149253731,0.7794117647058824
9543,GenMetS + covariates,95,0.43434343434343436,0.8955223880597015,0.7794117647058824
9544,GenMetS + covariates,95,0.4444444444444445,0.8955223880597015,0.7794117647058824
9545,GenMetS + covariates,95,0.4545454545454546,0.8955223880597015,0.7794117647058824
9546,GenMetS + covariates,95,0.4646464646464647,0.8955223880597015,0.7794117647058824
9547,GenMetS + covariates,95,0.4747474747474748,0.9104477611940298,0.7794117647058824
9548,GenMetS + covariates,95,0.48484848484848486,0.9104477611940298,0.7794117647058824
9549,GenMetS + covariates,95,0.494949494949495,0.9104477611940298,0.7794117647058824
9550,GenMetS + covariates,95,0.5050505050505051,0.9104477611940298,0.7794117647058824
9551,GenMetS + covariates,95,0.5151515151515152,0.9253731343283582,0.7794117647058824
9552,GenMetS + covariates,95,0.5252525252525253,0.9253731343283582,0.7794117647058824
9553,GenMetS + covariates,95,0.5353535353535354,0.9253731343283582,0.7794117647058824
9554,GenMetS + covariates,95,0.5454545454545455,0.9253731343283582,0.7794117647058824
9555,GenMetS + covariates,95,0.5555555555555556,0.9253731343283582,0.7794117647058824
9556,GenMetS + covariates,95,0.5656565656565657,0.9402985074626866,0.7794117647058824
9557,GenMetS + covariates,95,0.5757575757575758,0.9402985074626866,0.7794117647058824
9558,GenMetS + covariates,95,0.5858585858585859,0.9402985074626866,0.7794117647058824
9559,GenMetS + covariates,95,0.595959595959596,0.9402985074626866,0.7794117647058824
9560,GenMetS + covariates,95,0.6060606060606061,0.9701492537313433,0.7794117647058824
9561,GenMetS + covariates,95,0.6161616161616162,0.9701492537313433,0.7794117647058824
9562,GenMetS + covariates,95,0.6262626262626263,0.9850746268656716,0.7794117647058824
9563,GenMetS + covariates,95,0.6363636363636365,0.9850746268656716,0.7794117647058824
9564,GenMetS + covariates,95,0.6464646464646465,0.9850746268656716,0.7794117647058824
9565,GenMetS + covariates,95,0.6565656565656566,0.9850746268656716,0.7794117647058824
9566,GenMetS + covariates,95,0.6666666666666667,0.9850746268656716,0.7794117647058824
9567,GenMetS + covariates,95,0.6767676767676768,0.9850746268656716,0.7794117647058824
9568,GenMetS + covariates,95,0.686868686868687,0.9850746268656716,0.7794117647058824
9569,GenMetS + covariates,95,0.696969696969697,0.9850746268656716,0.7794117647058824
9570,GenMetS + covariates,95,0.7070707070707072,0.9850746268656716,0.7794117647058824
9571,GenMetS + covariates,95,0.7171717171717172,0.9850746268656716,0.7794117647058824
9572,GenMetS + covariates,95,0.7272727272727273,0.9850746268656716,0.7794117647058824
9573,GenMetS + covariates,95,0.7373737373737375,0.9850746268656716,0.7794117647058824
9574,GenMetS + covariates,95,0.7474747474747475,0.9850746268656716,0.7794117647058824
9575,GenMetS + covariates,95,0.7575757575757577,0.9850746268656716,0.7794117647058824
9576,GenMetS + covariates,95,0.7676767676767677,0.9850746268656716,0.7794117647058824
9577,GenMetS + covariates,95,0.7777777777777778,0.9850746268656716,0.7794117647058824
9578,GenMetS + covariates,95,0.787878787878788,0.9850746268656716,0.7794117647058824
9579,GenMetS + covariates,95,0.797979797979798,0.9850746268656716,0.7794117647058824
9580,GenMetS + covariates,95,0.8080808080808082,0.9850746268656716,0.7794117647058824
9581,GenMetS + covariates,95,0.8181818181818182,0.9850746268656716,0.7794117647058824
9582,GenMetS + covariates,95,0.8282828282828284,0.9850746268656716,0.7794117647058824
9583,GenMetS + covariates,95,0.8383838383838385,0.9850746268656716,0.7794117647058824
9584,GenMetS + covariates,95,0.8484848484848485,0.9850746268656716,0.7794117647058824
9585,GenMetS + covariates,95,0.8585858585858587,0.9908035579677371,0.7794117647058824
9586,GenMetS + covariates,95,0.8686868686868687,1.0,0.7794117647058824
9587,GenMetS + covariates,95,0.8787878787878789,1.0,0.7794117647058824
9588,GenMetS + covariates,95,0.888888888888889,1.0,0.7794117647058824
9589,GenMetS + covariates,95,0.8989898989898991,1.0,0.7794117647058824
9590,GenMetS + covariates,95,0.9090909090909092,1.0,0.7794117647058824
9591,GenMetS + covariates,95,0.9191919191919192,1.0,0.7794117647058824
9592,GenMetS + covariates,95,0.9292929292929294,1.0,0.7794117647058824
9593,GenMetS + covariates,95,0.9393939393939394,1.0,0.7794117647058824
9594,GenMetS + covariates,95,0.9494949494949496,1.0,0.7794117647058824
9595,GenMetS + covariates,95,0.9595959595959597,1.0,0.7794117647058824
9596,GenMetS + covariates,95,0.9696969696969697,1.0,0.7794117647058824
9597,GenMetS + covariates,95,0.9797979797979799,1.0,0.7794117647058824
9598,GenMetS + covariates,95,0.98989898989899,1.0,0.7794117647058824
9599,GenMetS + covariates,95,1.0,1.0,0.7794117647058824
9600,GenMetS + covariates,96,0.0,,0.7675592625109745
9601,GenMetS + covariates,96,0.010101010101010102,0.014925373134328358,0.7675592625109745
9602,GenMetS + covariates,96,0.020202020202020204,0.11940298507462686,0.7675592625109745
9603,GenMetS + covariates,96,0.030303030303030304,0.16417910447761194,0.7675592625109745
9604,GenMetS + covariates,96,0.04040404040404041,0.16417910447761194,0.7675592625109745
9605,GenMetS + covariates,96,0.05050505050505051,0.208955223880597,0.7675592625109745
9606,GenMetS + covariates,96,0.06060606060606061,0.22388059701492538,0.7675592625109745
9607,GenMetS + covariates,96,0.07070707070707072,0.22388059701492538,0.7675592625109745
9608,GenMetS + covariates,96,0.08080808080808081,0.26865671641791045,0.7675592625109745
9609,GenMetS + covariates,96,0.09090909090909091,0.2835820895522388,0.7675592625109745
9610,GenMetS + covariates,96,0.10101010101010102,0.2835820895522388,0.7675592625109745
9611,GenMetS + covariates,96,0.11111111111111112,0.3582089552238806,0.7675592625109745
9612,GenMetS + covariates,96,0.12121212121212122,0.3582089552238806,0.7675592625109745
9613,GenMetS + covariates,96,0.13131313131313133,0.3582089552238806,0.7675592625109745
9614,GenMetS + covariates,96,0.14141414141414144,0.3582089552238806,0.7675592625109745
9615,GenMetS + covariates,96,0.15151515151515152,0.373134328358209,0.7675592625109745
9616,GenMetS + covariates,96,0.16161616161616163,0.373134328358209,0.7675592625109745
9617,GenMetS + covariates,96,0.17171717171717174,0.417910447761194,0.7675592625109745
9618,GenMetS + covariates,96,0.18181818181818182,0.417910447761194,0.7675592625109745
9619,GenMetS + covariates,96,0.19191919191919193,0.4626865671641791,0.7675592625109745
9620,GenMetS + covariates,96,0.20202020202020204,0.4626865671641791,0.7675592625109745
9621,GenMetS + covariates,96,0.21212121212121213,0.5074626865671642,0.7675592625109745
9622,GenMetS + covariates,96,0.22222222222222224,0.5074626865671642,0.7675592625109745
9623,GenMetS + covariates,96,0.23232323232323235,0.5074626865671642,0.7675592625109745
9624,GenMetS + covariates,96,0.24242424242424243,0.5522388059701493,0.7675592625109745
9625,GenMetS + covariates,96,0.25252525252525254,0.5522388059701493,0.7675592625109745
9626,GenMetS + covariates,96,0.26262626262626265,0.5522388059701493,0.7675592625109745
9627,GenMetS + covariates,96,0.27272727272727276,0.5970149253731343,0.7675592625109745
9628,GenMetS + covariates,96,0.2828282828282829,0.5970149253731343,0.7675592625109745
9629,GenMetS + covariates,96,0.29292929292929293,0.5970149253731343,0.7675592625109745
9630,GenMetS + covariates,96,0.30303030303030304,0.5970149253731343,0.7675592625109745
9631,GenMetS + covariates,96,0.31313131313131315,0.6716417910447762,0.7675592625109745
9632,GenMetS + covariates,96,0.32323232323232326,0.6716417910447762,0.7675592625109745
9633,GenMetS + covariates,96,0.33333333333333337,0.746268656716418,0.7675592625109745
9634,GenMetS + covariates,96,0.3434343434343435,0.7611940298507462,0.7675592625109745
9635,GenMetS + covariates,96,0.3535353535353536,0.8059701492537313,0.7675592625109745
9636,GenMetS + covariates,96,0.36363636363636365,0.8059701492537313,0.7675592625109745
9637,GenMetS + covariates,96,0.37373737373737376,0.8059701492537313,0.7675592625109745
9638,GenMetS + covariates,96,0.38383838383838387,0.8507462686567164,0.7675592625109745
9639,GenMetS + covariates,96,0.393939393939394,0.8507462686567164,0.7675592625109745
9640,GenMetS + covariates,96,0.4040404040404041,0.8507462686567164,0.7675592625109745
9641,GenMetS + covariates,96,0.4141414141414142,0.8507462686567164,0.7675592625109745
9642,GenMetS + covariates,96,0.42424242424242425,0.8507462686567164,0.7675592625109745
9643,GenMetS + covariates,96,0.43434343434343436,0.8805970149253731,0.7675592625109745
9644,GenMetS + covariates,96,0.4444444444444445,0.8805970149253731,0.7675592625109745
9645,GenMetS + covariates,96,0.4545454545454546,0.8805970149253731,0.7675592625109745
9646,GenMetS + covariates,96,0.4646464646464647,0.9253731343283582,0.7675592625109745
9647,GenMetS + covariates,96,0.4747474747474748,0.9253731343283582,0.7675592625109745
9648,GenMetS + covariates,96,0.48484848484848486,0.9253731343283582,0.7675592625109745
9649,GenMetS + covariates,96,0.494949494949495,0.9402985074626866,0.7675592625109745
9650,GenMetS + covariates,96,0.5050505050505051,0.9402985074626866,0.7675592625109745
9651,GenMetS + covariates,96,0.5151515151515152,0.9402985074626866,0.7675592625109745
9652,GenMetS + covariates,96,0.5252525252525253,0.9402985074626866,0.7675592625109745
9653,GenMetS + covariates,96,0.5353535353535354,0.9552238805970149,0.7675592625109745
9654,GenMetS + covariates,96,0.5454545454545455,0.9552238805970149,0.7675592625109745
9655,GenMetS + covariates,96,0.5555555555555556,0.9552238805970149,0.7675592625109745
9656,GenMetS + covariates,96,0.5656565656565657,0.9701492537313433,0.7675592625109745
9657,GenMetS + covariates,96,0.5757575757575758,0.9701492537313433,0.7675592625109745
9658,GenMetS + covariates,96,0.5858585858585859,0.9701492537313433,0.7675592625109745
9659,GenMetS + covariates,96,0.595959595959596,0.9701492537313433,0.7675592625109745
9660,GenMetS + covariates,96,0.6060606060606061,0.9701492537313433,0.7675592625109745
9661,GenMetS + covariates,96,0.6161616161616162,0.9701492537313433,0.7675592625109745
9662,GenMetS + covariates,96,0.6262626262626263,0.9701492537313433,0.7675592625109745
9663,GenMetS + covariates,96,0.6363636363636365,0.9850746268656716,0.7675592625109745
9664,GenMetS + covariates,96,0.6464646464646465,0.9850746268656716,0.7675592625109745
9665,GenMetS + covariates,96,0.6565656565656566,0.9850746268656716,0.7675592625109745
9666,GenMetS + covariates,96,0.6666666666666667,0.9850746268656716,0.7675592625109745
9667,GenMetS + covariates,96,0.6767676767676768,0.9850746268656716,0.7675592625109745
9668,GenMetS + covariates,96,0.686868686868687,0.9850746268656716,0.7675592625109745
9669,GenMetS + covariates,96,0.696969696969697,0.9850746268656716,0.7675592625109745
9670,GenMetS + covariates,96,0.7070707070707072,0.9850746268656716,0.7675592625109745
9671,GenMetS + covariates,96,0.7171717171717172,0.9850746268656716,0.7675592625109745
9672,GenMetS + covariates,96,0.7272727272727273,0.9850746268656716,0.7675592625109745
9673,GenMetS + covariates,96,0.7373737373737375,0.9850746268656716,0.7675592625109745
9674,GenMetS + covariates,96,0.7474747474747475,0.9850746268656716,0.7675592625109745
9675,GenMetS + covariates,96,0.7575757575757577,0.9850746268656716,0.7675592625109745
9676,GenMetS + covariates,96,0.7676767676767677,0.9850746268656716,0.7675592625109745
9677,GenMetS + covariates,96,0.7777777777777778,0.9850746268656716,0.7675592625109745
9678,GenMetS + covariates,96,0.787878787878788,0.9850746268656716,0.7675592625109745
9679,GenMetS + covariates,96,0.797979797979798,0.9850746268656716,0.7675592625109745
9680,GenMetS + covariates,96,0.8080808080808082,0.9850746268656716,0.7675592625109745
9681,GenMetS + covariates,96,0.8181818181818182,0.9850746268656716,0.7675592625109745
9682,GenMetS + covariates,96,0.8282828282828284,0.9850746268656716,0.7675592625109745
9683,GenMetS + covariates,96,0.8383838383838385,0.9850746268656716,0.7675592625109745
9684,GenMetS + covariates,96,0.8484848484848485,0.9850746268656716,0.7675592625109745
9685,GenMetS + covariates,96,0.8585858585858587,0.9850746268656716,0.7675592625109745
9686,GenMetS + covariates,96,0.8686868686868687,0.9850746268656716,0.7675592625109745
9687,GenMetS + covariates,96,0.8787878787878789,0.9850746268656716,0.7675592625109745
9688,GenMetS + covariates,96,0.888888888888889,0.9850746268656716,0.7675592625109745
9689,GenMetS + covariates,96,0.8989898989898991,0.9850746268656716,0.7675592625109745
9690,GenMetS + covariates,96,0.9090909090909092,0.9850746268656716,0.7675592625109745
9691,GenMetS + covariates,96,0.9191919191919192,1.0,0.7675592625109745
9692,GenMetS + covariates,96,0.9292929292929294,1.0,0.7675592625109745
9693,GenMetS + covariates,96,0.9393939393939394,1.0,0.7675592625109745
9694,GenMetS + covariates,96,0.9494949494949496,1.0,0.7675592625109745
9695,GenMetS + covariates,96,0.9595959595959597,1.0,0.7675592625109745
9696,GenMetS + covariates,96,0.9696969696969697,1.0,0.7675592625109745
9697,GenMetS + covariates,96,0.9797979797979799,1.0,0.7675592625109745
9698,GenMetS + covariates,96,0.98989898989899,1.0,0.7675592625109745
9699,GenMetS + covariates,96,1.0,1.0,0.7675592625109745
9700,GenMetS + covariates,97,0.0,,0.7710711150131694
9701,GenMetS + covariates,97,0.010101010101010102,0.07462686567164178,0.7710711150131694
9702,GenMetS + covariates,97,0.020202020202020204,0.08955223880597014,0.7710711150131694
9703,GenMetS + covariates,97,0.030303030303030304,0.13432835820895522,0.7710711150131694
9704,GenMetS + covariates,97,0.04040404040404041,0.13432835820895522,0.7710711150131694
9705,GenMetS + covariates,97,0.05050505050505051,0.13432835820895522,0.7710711150131694
9706,GenMetS + covariates,97,0.06060606060606061,0.13432835820895522,0.7710711150131694
9707,GenMetS + covariates,97,0.07070707070707072,0.13432835820895522,0.7710711150131694
9708,GenMetS + covariates,97,0.08080808080808081,0.29850746268656714,0.7710711150131694
9709,GenMetS + covariates,97,0.09090909090909091,0.31343283582089554,0.7710711150131694
9710,GenMetS + covariates,97,0.10101010101010102,0.31343283582089554,0.7710711150131694
9711,GenMetS + covariates,97,0.11111111111111112,0.31343283582089554,0.7710711150131694
9712,GenMetS + covariates,97,0.12121212121212122,0.34328358208955223,0.7710711150131694
9713,GenMetS + covariates,97,0.13131313131313133,0.34328358208955223,0.7710711150131694
9714,GenMetS + covariates,97,0.14141414141414144,0.3582089552238806,0.7710711150131694
9715,GenMetS + covariates,97,0.15151515151515152,0.373134328358209,0.7710711150131694
9716,GenMetS + covariates,97,0.16161616161616163,0.373134328358209,0.7710711150131694
9717,GenMetS + covariates,97,0.17171717171717174,0.47761194029850745,0.7710711150131694
9718,GenMetS + covariates,97,0.18181818181818182,0.47761194029850745,0.7710711150131694
9719,GenMetS + covariates,97,0.19191919191919193,0.5074626865671642,0.7710711150131694
9720,GenMetS + covariates,97,0.20202020202020204,0.5074626865671642,0.7710711150131694
9721,GenMetS + covariates,97,0.21212121212121213,0.5074626865671642,0.7710711150131694
9722,GenMetS + covariates,97,0.22222222222222224,0.5074626865671642,0.7710711150131694
9723,GenMetS + covariates,97,0.23232323232323235,0.5074626865671642,0.7710711150131694
9724,GenMetS + covariates,97,0.24242424242424243,0.5373134328358209,0.7710711150131694
9725,GenMetS + covariates,97,0.25252525252525254,0.582089552238806,0.7710711150131694
9726,GenMetS + covariates,97,0.26262626262626265,0.582089552238806,0.7710711150131694
9727,GenMetS + covariates,97,0.27272727272727276,0.6567164179104478,0.7710711150131694
9728,GenMetS + covariates,97,0.2828282828282829,0.6716417910447762,0.7710711150131694
9729,GenMetS + covariates,97,0.29292929292929293,0.6716417910447762,0.7710711150131694
9730,GenMetS + covariates,97,0.30303030303030304,0.7014925373134329,0.7710711150131694
9731,GenMetS + covariates,97,0.31313131313131315,0.7910447761194029,0.7710711150131694
9732,GenMetS + covariates,97,0.32323232323232326,0.7910447761194029,0.7710711150131694
9733,GenMetS + covariates,97,0.33333333333333337,0.8059701492537313,0.7710711150131694
9734,GenMetS + covariates,97,0.3434343434343435,0.8656716417910447,0.7710711150131694
9735,GenMetS + covariates,97,0.3535353535353536,0.8656716417910447,0.7710711150131694
9736,GenMetS + covariates,97,0.36363636363636365,0.8656716417910447,0.7710711150131694
9737,GenMetS + covariates,97,0.37373737373737376,0.8656716417910447,0.7710711150131694
9738,GenMetS + covariates,97,0.38383838383838387,0.8656716417910447,0.7710711150131694
9739,GenMetS + covariates,97,0.393939393939394,0.8656716417910447,0.7710711150131694
9740,GenMetS + covariates,97,0.4040404040404041,0.8805970149253731,0.7710711150131694
9741,GenMetS + covariates,97,0.4141414141414142,0.8805970149253731,0.7710711150131694
9742,GenMetS + covariates,97,0.42424242424242425,0.8805970149253731,0.7710711150131694
9743,GenMetS + covariates,97,0.43434343434343436,0.8805970149253731,0.7710711150131694
9744,GenMetS + covariates,97,0.4444444444444445,0.8955223880597015,0.7710711150131694
9745,GenMetS + covariates,97,0.4545454545454546,0.8955223880597015,0.7710711150131694
9746,GenMetS + covariates,97,0.4646464646464647,0.8955223880597015,0.7710711150131694
9747,GenMetS + covariates,97,0.4747474747474748,0.8955223880597015,0.7710711150131694
9748,GenMetS + covariates,97,0.48484848484848486,0.8955223880597015,0.7710711150131694
9749,GenMetS + covariates,97,0.494949494949495,0.8955223880597015,0.7710711150131694
9750,GenMetS + covariates,97,0.5050505050505051,0.8955223880597015,0.7710711150131694
9751,GenMetS + covariates,97,0.5151515151515152,0.8955223880597015,0.7710711150131694
9752,GenMetS + covariates,97,0.5252525252525253,0.8955223880597015,0.7710711150131694
9753,GenMetS + covariates,97,0.5353535353535354,0.8955223880597015,0.7710711150131694
9754,GenMetS + covariates,97,0.5454545454545455,0.8955223880597015,0.7710711150131694
9755,GenMetS + covariates,97,0.5555555555555556,0.8955223880597015,0.7710711150131694
9756,GenMetS + covariates,97,0.5656565656565657,0.8955223880597015,0.7710711150131694
9757,GenMetS + covariates,97,0.5757575757575758,0.8955223880597015,0.7710711150131694
9758,GenMetS + covariates,97,0.5858585858585859,0.8955223880597015,0.7710711150131694
9759,GenMetS + covariates,97,0.595959595959596,0.9253731343283582,0.7710711150131694
9760,GenMetS + covariates,97,0.6060606060606061,0.9253731343283582,0.7710711150131694
9761,GenMetS + covariates,97,0.6161616161616162,0.9253731343283582,0.7710711150131694
9762,GenMetS + covariates,97,0.6262626262626263,0.9402985074626866,0.7710711150131694
9763,GenMetS + covariates,97,0.6363636363636365,0.9701492537313433,0.7710711150131694
9764,GenMetS + covariates,97,0.6464646464646465,0.9701492537313433,0.7710711150131694
9765,GenMetS + covariates,97,0.6565656565656566,0.9850746268656716,0.7710711150131694
9766,GenMetS + covariates,97,0.6666666666666667,0.9850746268656716,0.7710711150131694
9767,GenMetS + covariates,97,0.6767676767676768,0.9850746268656716,0.7710711150131694
9768,GenMetS + covariates,97,0.686868686868687,0.9850746268656716,0.7710711150131694
9769,GenMetS + covariates,97,0.696969696969697,0.9850746268656716,0.7710711150131694
9770,GenMetS + covariates,97,0.7070707070707072,0.9850746268656716,0.7710711150131694
9771,GenMetS + covariates,97,0.7171717171717172,0.9850746268656716,0.7710711150131694
9772,GenMetS + covariates,97,0.7272727272727273,0.9850746268656716,0.7710711150131694
9773,GenMetS + covariates,97,0.7373737373737375,0.9850746268656716,0.7710711150131694
9774,GenMetS + covariates,97,0.7474747474747475,0.9850746268656716,0.7710711150131694
9775,GenMetS + covariates,97,0.7575757575757577,0.9850746268656716,0.7710711150131694
9776,GenMetS + covariates,97,0.7676767676767677,0.9850746268656716,0.7710711150131694
9777,GenMetS + covariates,97,0.7777777777777778,0.9850746268656716,0.7710711150131694
9778,GenMetS + covariates,97,0.787878787878788,0.9850746268656716,0.7710711150131694
9779,GenMetS + covariates,97,0.797979797979798,0.9850746268656716,0.7710711150131694
9780,GenMetS + covariates,97,0.8080808080808082,0.9850746268656716,0.7710711150131694
9781,GenMetS + covariates,97,0.8181818181818182,0.9850746268656716,0.7710711150131694
9782,GenMetS + covariates,97,0.8282828282828284,1.0,0.7710711150131694
9783,GenMetS + covariates,97,0.8383838383838385,1.0,0.7710711150131694
9784,GenMetS + covariates,97,0.8484848484848485,1.0,0.7710711150131694
9785,GenMetS + covariates,97,0.8585858585858587,1.0,0.7710711150131694
9786,GenMetS + covariates,97,0.8686868686868687,1.0,0.7710711150131694
9787,GenMetS + covariates,97,0.8787878787878789,1.0,0.7710711150131694
9788,GenMetS + covariates,97,0.888888888888889,1.0,0.7710711150131694
9789,GenMetS + covariates,97,0.8989898989898991,1.0,0.7710711150131694
9790,GenMetS + covariates,97,0.9090909090909092,1.0,0.7710711150131694
9791,GenMetS + covariates,97,0.9191919191919192,1.0,0.7710711150131694
9792,GenMetS + covariates,97,0.9292929292929294,1.0,0.7710711150131694
9793,GenMetS + covariates,97,0.9393939393939394,1.0,0.7710711150131694
9794,GenMetS + covariates,97,0.9494949494949496,1.0,0.7710711150131694
9795,GenMetS + covariates,97,0.9595959595959597,1.0,0.7710711150131694
9796,GenMetS + covariates,97,0.9696969696969697,1.0,0.7710711150131694
9797,GenMetS + covariates,97,0.9797979797979799,1.0,0.7710711150131694
9798,GenMetS + covariates,97,0.98989898989899,1.0,0.7710711150131694
9799,GenMetS + covariates,97,1.0,1.0,0.7710711150131694
9800,GenMetS + covariates,98,0.0,,0.7453906935908692
9801,GenMetS + covariates,98,0.010101010101010102,0.029850746268656716,0.7453906935908692
9802,GenMetS + covariates,98,0.020202020202020204,0.1044776119402985,0.7453906935908692
9803,GenMetS + covariates,98,0.030303030303030304,0.19402985074626866,0.7453906935908692
9804,GenMetS + covariates,98,0.04040404040404041,0.19402985074626866,0.7453906935908692
9805,GenMetS + covariates,98,0.05050505050505051,0.22388059701492538,0.7453906935908692
9806,GenMetS + covariates,98,0.06060606060606061,0.26865671641791045,0.7453906935908692
9807,GenMetS + covariates,98,0.07070707070707072,0.26865671641791045,0.7453906935908692
9808,GenMetS + covariates,98,0.08080808080808081,0.26865671641791045,0.7453906935908692
9809,GenMetS + covariates,98,0.09090909090909091,0.34328358208955223,0.7453906935908692
9810,GenMetS + covariates,98,0.10101010101010102,0.34328358208955223,0.7453906935908692
9811,GenMetS + covariates,98,0.11111111111111112,0.43283582089552236,0.7453906935908692
9812,GenMetS + covariates,98,0.12121212121212122,0.43283582089552236,0.7453906935908692
