,model,bootstrap_iteration,fpr,tpr,auc
101,GenMetS + covariates,1,0.010101010101010102,0.04477611940298507,0.7717295873573309
102,GenMetS + covariates,1,0.020202020202020204,0.13432835820895522,0.7717295873573309
103,GenMetS + covariates,1,0.030303030303030304,0.14925373134328357,0.7717295873573309
104,GenMetS + covariates,1,0.04040404040404041,0.14925373134328357,0.7717295873573309
105,GenMetS + covariates,1,0.05050505050505051,0.16417910447761194,0.7717295873573309
106,GenMetS + covariates,1,0.06060606060606061,0.16417910447761194,0.7717295873573309
107,GenMetS + covariates,1,0.07070707070707072,0.16417910447761194,0.7717295873573309
108,GenMetS + covariates,1,0.08080808080808081,0.26865671641791045,0.7717295873573309
109,GenMetS + covariates,1,0.09090909090909091,0.26865671641791045,0.7717295873573309
110,GenMetS + covariates,1,0.10101010101010102,0.26865671641791045,0.7717295873573309
111,GenMetS + covariates,1,0.11111111111111112,0.26865671641791045,0.7717295873573309
112,GenMetS + covariates,1,0.12121212121212122,0.2835820895522388,0.7717295873573309
113,GenMetS + covariates,1,0.13131313131313133,0.2835820895522388,0.7717295873573309
114,GenMetS + covariates,1,0.14141414141414144,0.3880597014925373,0.7717295873573309
115,GenMetS + covariates,1,0.15151515151515152,0.3880597014925373,0.7717295873573309
116,GenMetS + covariates,1,0.16161616161616163,0.3880597014925373,0.7717295873573309
117,GenMetS + covariates,1,0.17171717171717174,0.3880597014925373,0.7717295873573309
118,GenMetS + covariates,1,0.18181818181818182,0.417910447761194,0.7717295873573309
119,GenMetS + covariates,1,0.19191919191919193,0.4925373134328358,0.7717295873573309
120,GenMetS + covariates,1,0.20202020202020204,0.4925373134328358,0.7717295873573309
121,GenMetS + covariates,1,0.21212121212121213,0.4925373134328358,0.7717295873573309
122,GenMetS + covariates,1,0.22222222222222224,0.4925373134328358,0.7717295873573309
123,GenMetS + covariates,1,0.23232323232323235,0.4925373134328358,0.7717295873573309
124,GenMetS + covariates,1,0.24242424242424243,0.4925373134328358,0.7717295873573309
125,GenMetS + covariates,1,0.25252525252525254,0.5074626865671642,0.7717295873573309
126,GenMetS + covariates,1,0.26262626262626265,0.5074626865671642,0.7717295873573309
127,GenMetS + covariates,1,0.27272727272727276,0.6716417910447762,0.7717295873573309
128,GenMetS + covariates,1,0.2828282828282829,0.7014925373134329,0.7717295873573309
129,GenMetS + covariates,1,0.29292929292929293,0.7014925373134329,0.7717295873573309
130,GenMetS + covariates,1,0.30303030303030304,0.7313432835820896,0.7717295873573309
131,GenMetS + covariates,1,0.31313131313131315,0.7761194029850746,0.7717295873573309
132,GenMetS + covariates,1,0.32323232323232326,0.7761194029850746,0.7717295873573309
133,GenMetS + covariates,1,0.33333333333333337,0.835820895522388,0.7717295873573309
134,GenMetS + covariates,1,0.3434343434343435,0.8656716417910447,0.7717295873573309
135,GenMetS + covariates,1,0.3535353535353536,0.8656716417910447,0.7717295873573309
136,GenMetS + covariates,1,0.36363636363636365,0.8656716417910447,0.7717295873573309
137,GenMetS + covariates,1,0.37373737373737376,0.8656716417910447,0.7717295873573309
138,GenMetS + covariates,1,0.38383838383838387,0.8656716417910447,0.7717295873573309
139,GenMetS + covariates,1,0.393939393939394,0.8656716417910447,0.7717295873573309
140,GenMetS + covariates,1,0.4040404040404041,0.8805970149253731,0.7717295873573309
141,GenMetS + covariates,1,0.4141414141414142,0.8955223880597015,0.7717295873573309
142,GenMetS + covariates,1,0.42424242424242425,0.8955223880597015,0.7717295873573309
143,GenMetS + covariates,1,0.43434343434343436,0.8955223880597015,0.7717295873573309
144,GenMetS + covariates,1,0.4444444444444445,0.8955223880597015,0.7717295873573309
145,GenMetS + covariates,1,0.4545454545454546,0.8955223880597015,0.7717295873573309
146,GenMetS + covariates,1,0.4646464646464647,0.8955223880597015,0.7717295873573309
147,GenMetS + covariates,1,0.4747474747474748,0.8955223880597015,0.7717295873573309
148,GenMetS + covariates,1,0.48484848484848486,0.8955223880597015,0.7717295873573309
149,GenMetS + covariates,1,0.494949494949495,0.8955223880597015,0.7717295873573309
150,GenMetS + covariates,1,0.5050505050505051,0.8955223880597015,0.7717295873573309
151,GenMetS + covariates,1,0.5151515151515152,0.9253731343283582,0.7717295873573309
152,GenMetS + covariates,1,0.5252525252525253,0.9253731343283582,0.7717295873573309
153,GenMetS + covariates,1,0.5353535353535354,0.9253731343283582,0.7717295873573309
154,GenMetS + covariates,1,0.5454545454545455,0.9402985074626866,0.7717295873573309
155,GenMetS + covariates,1,0.5555555555555556,0.9402985074626866,0.7717295873573309
156,GenMetS + covariates,1,0.5656565656565657,0.9402985074626866,0.7717295873573309
157,GenMetS + covariates,1,0.5757575757575758,0.9402985074626866,0.7717295873573309
158,GenMetS + covariates,1,0.5858585858585859,0.9402985074626866,0.7717295873573309
159,GenMetS + covariates,1,0.595959595959596,0.9402985074626866,0.7717295873573309
160,GenMetS + covariates,1,0.6060606060606061,0.9701492537313433,0.7717295873573309
161,GenMetS + covariates,1,0.6161616161616162,0.9701492537313433,0.7717295873573309
162,GenMetS + covariates,1,0.6262626262626263,0.9701492537313433,0.7717295873573309
163,GenMetS + covariates,1,0.6363636363636365,0.9701492537313433,0.7717295873573309
164,GenMetS + covariates,1,0.6464646464646465,0.9701492537313433,0.7717295873573309
165,GenMetS + covariates,1,0.6565656565656566,0.9701492537313433,0.7717295873573309
166,GenMetS + covariates,1,0.6666666666666667,0.9850746268656716,0.7717295873573309
167,GenMetS + covariates,1,0.6767676767676768,0.9850746268656716,0.7717295873573309
168,GenMetS + covariates,1,0.686868686868687,0.9850746268656716,0.7717295873573309
169,GenMetS + covariates,1,0.696969696969697,0.9850746268656716,0.7717295873573309
170,GenMetS + covariates,1,0.7070707070707072,0.9850746268656716,0.7717295873573309
171,GenMetS + covariates,1,0.7171717171717172,0.9850746268656716,0.7717295873573309
172,GenMetS + covariates,1,0.7272727272727273,0.9850746268656716,0.7717295873573309
173,GenMetS + covariates,1,0.7373737373737375,0.9850746268656716,0.7717295873573309
174,GenMetS + covariates,1,0.7474747474747475,0.9850746268656716,0.7717295873573309
175,GenMetS + covariates,1,0.7575757575757577,0.9850746268656716,0.7717295873573309
176,GenMetS + covariates,1,0.7676767676767677,0.9850746268656716,0.7717295873573309
177,GenMetS + covariates,1,0.7777777777777778,0.9850746268656716,0.7717295873573309
178,GenMetS + covariates,1,0.787878787878788,0.9850746268656716,0.7717295873573309
179,GenMetS + covariates,1,0.797979797979798,0.9850746268656716,0.7717295873573309
180,GenMetS + covariates,1,0.8080808080808082,0.9850746268656716,0.7717295873573309
181,GenMetS + covariates,1,0.8181818181818182,1.0,0.7717295873573309
182,GenMetS + covariates,1,0.8282828282828284,1.0,0.7717295873573309
183,GenMetS + covariates,1,0.8383838383838385,1.0,0.7717295873573309
184,GenMetS + covariates,1,0.8484848484848485,1.0,0.7717295873573309
185,GenMetS + covariates,1,0.8585858585858587,1.0,0.7717295873573309
186,GenMetS + covariates,1,0.8686868686868687,1.0,0.7717295873573309
187,GenMetS + covariates,1,0.8787878787878789,1.0,0.7717295873573309
188,GenMetS + covariates,1,0.888888888888889,1.0,0.7717295873573309
189,GenMetS + covariates,1,0.8989898989898991,1.0,0.7717295873573309
190,GenMetS + covariates,1,0.9090909090909092,1.0,0.7717295873573309
191,GenMetS + covariates,1,0.9191919191919192,1.0,0.7717295873573309
192,GenMetS + covariates,1,0.9292929292929294,1.0,0.7717295873573309
193,GenMetS + covariates,1,0.9393939393939394,1.0,0.7717295873573309
194,GenMetS + covariates,1,0.9494949494949496,1.0,0.7717295873573309
195,GenMetS + covariates,1,0.9595959595959597,1.0,0.7717295873573309
196,GenMetS + covariates,1,0.9696969696969697,1.0,0.7717295873573309
197,GenMetS + covariates,1,0.9797979797979799,1.0,0.7717295873573309
198,GenMetS + covariates,1,0.98989898989899,1.0,0.7717295873573309
199,GenMetS + covariates,1,1.0,1.0,0.7717295873573309
200,GenMetS + covariates,2,0.0,,0.7510974539069358
201,GenMetS + covariates,2,0.010101010101010102,0.014925373134328358,0.7510974539069358
202,GenMetS + covariates,2,0.020202020202020204,0.13432835820895522,0.7510974539069358
203,GenMetS + covariates,2,0.030303030303030304,0.13432835820895522,0.7510974539069358
204,GenMetS + covariates,2,0.04040404040404041,0.13432835820895522,0.7510974539069358
205,GenMetS + covariates,2,0.05050505050505051,0.22388059701492538,0.7510974539069358
206,GenMetS + covariates,2,0.06060606060606061,0.2537313432835821,0.7510974539069358
207,GenMetS + covariates,2,0.07070707070707072,0.2537313432835821,0.7510974539069358
208,GenMetS + covariates,2,0.08080808080808081,0.29850746268656714,0.7510974539069358
209,GenMetS + covariates,2,0.09090909090909091,0.31343283582089554,0.7510974539069358
210,GenMetS + covariates,2,0.10101010101010102,0.31343283582089554,0.7510974539069358
211,GenMetS + covariates,2,0.11111111111111112,0.3880597014925373,0.7510974539069358
212,GenMetS + covariates,2,0.12121212121212122,0.4626865671641791,0.7510974539069358
213,GenMetS + covariates,2,0.13131313131313133,0.4626865671641791,0.7510974539069358
214,GenMetS + covariates,2,0.14141414141414144,0.4626865671641791,0.7510974539069358
215,GenMetS + covariates,2,0.15151515151515152,0.4925373134328358,0.7510974539069358
216,GenMetS + covariates,2,0.16161616161616163,0.4925373134328358,0.7510974539069358
217,GenMetS + covariates,2,0.17171717171717174,0.4925373134328358,0.7510974539069358
218,GenMetS + covariates,2,0.18181818181818182,0.4925373134328358,0.7510974539069358
219,GenMetS + covariates,2,0.19191919191919193,0.4925373134328358,0.7510974539069358
220,GenMetS + covariates,2,0.20202020202020204,0.4925373134328358,0.7510974539069358
221,GenMetS + covariates,2,0.21212121212121213,0.4925373134328358,0.7510974539069358
222,GenMetS + covariates,2,0.22222222222222224,0.5074626865671642,0.7510974539069358
223,GenMetS + covariates,2,0.23232323232323235,0.5074626865671642,0.7510974539069358
224,GenMetS + covariates,2,0.24242424242424243,0.5223880597014925,0.7510974539069358
225,GenMetS + covariates,2,0.25252525252525254,0.5223880597014925,0.7510974539069358
226,GenMetS + covariates,2,0.26262626262626265,0.5223880597014925,0.7510974539069358
227,GenMetS + covariates,2,0.27272727272727276,0.5373134328358209,0.7510974539069358
228,GenMetS + covariates,2,0.2828282828282829,0.5671641791044776,0.7510974539069358
229,GenMetS + covariates,2,0.29292929292929293,0.5671641791044776,0.7510974539069358
230,GenMetS + covariates,2,0.30303030303030304,0.5671641791044776,0.7510974539069358
231,GenMetS + covariates,2,0.31313131313131315,0.582089552238806,0.7510974539069358
232,GenMetS + covariates,2,0.32323232323232326,0.582089552238806,0.7510974539069358
233,GenMetS + covariates,2,0.33333333333333337,0.6567164179104478,0.7510974539069358
234,GenMetS + covariates,2,0.3434343434343435,0.7313432835820896,0.7510974539069358
235,GenMetS + covariates,2,0.3535353535353536,0.7761194029850746,0.7510974539069358
236,GenMetS + covariates,2,0.36363636363636365,0.7761194029850746,0.7510974539069358
237,GenMetS + covariates,2,0.37373737373737376,0.7761194029850746,0.7510974539069358
238,GenMetS + covariates,2,0.38383838383838387,0.7761194029850746,0.7510974539069358
239,GenMetS + covariates,2,0.393939393939394,0.7761194029850746,0.7510974539069358
240,GenMetS + covariates,2,0.4040404040404041,0.7761194029850746,0.7510974539069358
241,GenMetS + covariates,2,0.4141414141414142,0.7910447761194029,0.7510974539069358
242,GenMetS + covariates,2,0.42424242424242425,0.7910447761194029,0.7510974539069358
243,GenMetS + covariates,2,0.43434343434343436,0.8208955223880597,0.7510974539069358
244,GenMetS + covariates,2,0.4444444444444445,0.8208955223880597,0.7510974539069358
245,GenMetS + covariates,2,0.4545454545454546,0.8208955223880597,0.7510974539069358
246,GenMetS + covariates,2,0.4646464646464647,0.835820895522388,0.7510974539069358
247,GenMetS + covariates,2,0.4747474747474748,0.835820895522388,0.7510974539069358
248,GenMetS + covariates,2,0.48484848484848486,0.835820895522388,0.7510974539069358
249,GenMetS + covariates,2,0.494949494949495,0.835820895522388,0.7510974539069358
250,GenMetS + covariates,2,0.5050505050505051,0.8805970149253731,0.7510974539069358
251,GenMetS + covariates,2,0.5151515151515152,0.8805970149253731,0.7510974539069358
252,GenMetS + covariates,2,0.5252525252525253,0.8805970149253731,0.7510974539069358
253,GenMetS + covariates,2,0.5353535353535354,0.8805970149253731,0.7510974539069358
254,GenMetS + covariates,2,0.5454545454545455,0.8805970149253731,0.7510974539069358
255,GenMetS + covariates,2,0.5555555555555556,0.8805970149253731,0.7510974539069358
256,GenMetS + covariates,2,0.5656565656565657,0.8805970149253731,0.7510974539069358
257,GenMetS + covariates,2,0.5757575757575758,0.9104477611940298,0.7510974539069358
258,GenMetS + covariates,2,0.5858585858585859,0.9104477611940298,0.7510974539069358
259,GenMetS + covariates,2,0.595959595959596,0.9253731343283582,0.7510974539069358
260,GenMetS + covariates,2,0.6060606060606061,0.9253731343283582,0.7510974539069358
261,GenMetS + covariates,2,0.6161616161616162,0.9253731343283582,0.7510974539069358
262,GenMetS + covariates,2,0.6262626262626263,0.9552238805970149,0.7510974539069358
263,GenMetS + covariates,2,0.6363636363636365,0.9552238805970149,0.7510974539069358
264,GenMetS + covariates,2,0.6464646464646465,0.9552238805970149,0.7510974539069358
265,GenMetS + covariates,2,0.6565656565656566,0.9701492537313433,0.7510974539069358
266,GenMetS + covariates,2,0.6666666666666667,0.9701492537313433,0.7510974539069358
267,GenMetS + covariates,2,0.6767676767676768,0.9701492537313433,0.7510974539069358
268,GenMetS + covariates,2,0.686868686868687,0.9701492537313433,0.7510974539069358
269,GenMetS + covariates,2,0.696969696969697,0.9701492537313433,0.7510974539069358
270,GenMetS + covariates,2,0.7070707070707072,0.9701492537313433,0.7510974539069358
271,GenMetS + covariates,2,0.7171717171717172,0.9701492537313433,0.7510974539069358
272,GenMetS + covariates,2,0.7272727272727273,0.9701492537313433,0.7510974539069358
273,GenMetS + covariates,2,0.7373737373737375,0.9701492537313433,0.7510974539069358
274,GenMetS + covariates,2,0.7474747474747475,0.9701492537313433,0.7510974539069358
275,GenMetS + covariates,2,0.7575757575757577,0.9850746268656716,0.7510974539069358
276,GenMetS + covariates,2,0.7676767676767677,0.9850746268656716,0.7510974539069358
277,GenMetS + covariates,2,0.7777777777777778,0.9850746268656716,0.7510974539069358
278,GenMetS + covariates,2,0.787878787878788,0.9850746268656716,0.7510974539069358
279,GenMetS + covariates,2,0.797979797979798,0.9850746268656716,0.7510974539069358
280,GenMetS + covariates,2,0.8080808080808082,0.9850746268656716,0.7510974539069358
281,GenMetS + covariates,2,0.8181818181818182,0.9850746268656716,0.7510974539069358
282,GenMetS + covariates,2,0.8282828282828284,0.9850746268656716,0.7510974539069358
283,GenMetS + covariates,2,0.8383838383838385,0.9850746268656716,0.7510974539069358
284,GenMetS + covariates,2,0.8484848484848485,0.9850746268656716,0.7510974539069358
285,GenMetS + covariates,2,0.8585858585858587,0.9850746268656716,0.7510974539069358
286,GenMetS + covariates,2,0.8686868686868687,0.9850746268656716,0.7510974539069358
287,GenMetS + covariates,2,0.8787878787878789,0.9850746268656716,0.7510974539069358
288,GenMetS + covariates,2,0.888888888888889,0.9850746268656716,0.7510974539069358
289,GenMetS + covariates,2,0.8989898989898991,0.9850746268656716,0.7510974539069358
290,GenMetS + covariates,2,0.9090909090909092,0.9850746268656716,0.7510974539069358
291,GenMetS + covariates,2,0.9191919191919192,0.9850746268656716,0.7510974539069358
292,GenMetS + covariates,2,0.9292929292929294,1.0,0.7510974539069358
293,GenMetS + covariates,2,0.9393939393939394,1.0,0.7510974539069358
294,GenMetS + covariates,2,0.9494949494949496,1.0,0.7510974539069358
295,GenMetS + covariates,2,0.9595959595959597,1.0,0.7510974539069358
296,GenMetS + covariates,2,0.9696969696969697,1.0,0.7510974539069358
297,GenMetS + covariates,2,0.9797979797979799,1.0,0.7510974539069358
298,GenMetS + covariates,2,0.98989898989899,1.0,0.7510974539069358
299,GenMetS + covariates,2,1.0,1.0,0.7510974539069358
300,GenMetS + covariates,3,0.0,0.0,0.7579016681299385
301,GenMetS + covariates,3,0.010101010101010102,0.0,0.7579016681299385
302,GenMetS + covariates,3,0.020202020202020204,0.08955223880597014,0.7579016681299385
303,GenMetS + covariates,3,0.030303030303030304,0.11940298507462686,0.7579016681299385
304,GenMetS + covariates,3,0.04040404040404041,0.11940298507462686,0.7579016681299385
305,GenMetS + covariates,3,0.05050505050505051,0.22388059701492538,0.7579016681299385
306,GenMetS + covariates,3,0.06060606060606061,0.22388059701492538,0.7579016681299385
307,GenMetS + covariates,3,0.07070707070707072,0.22388059701492538,0.7579016681299385
308,GenMetS + covariates,3,0.08080808080808081,0.3283582089552239,0.7579016681299385
309,GenMetS + covariates,3,0.09090909090909091,0.34328358208955223,0.7579016681299385
310,GenMetS + covariates,3,0.10101010101010102,0.34328358208955223,0.7579016681299385
311,GenMetS + covariates,3,0.11111111111111112,0.34328358208955223,0.7579016681299385
312,GenMetS + covariates,3,0.12121212121212122,0.34328358208955223,0.7579016681299385
313,GenMetS + covariates,3,0.13131313131313133,0.34328358208955223,0.7579016681299385
314,GenMetS + covariates,3,0.14141414141414144,0.3582089552238806,0.7579016681299385
315,GenMetS + covariates,3,0.15151515151515152,0.3582089552238806,0.7579016681299385
316,GenMetS + covariates,3,0.16161616161616163,0.3582089552238806,0.7579016681299385
317,GenMetS + covariates,3,0.17171717171717174,0.3880597014925373,0.7579016681299385
318,GenMetS + covariates,3,0.18181818181818182,0.4925373134328358,0.7579016681299385
319,GenMetS + covariates,3,0.19191919191919193,0.4925373134328358,0.7579016681299385
320,GenMetS + covariates,3,0.20202020202020204,0.4925373134328358,0.7579016681299385
321,GenMetS + covariates,3,0.21212121212121213,0.4925373134328358,0.7579016681299385
322,GenMetS + covariates,3,0.22222222222222224,0.5074626865671642,0.7579016681299385
323,GenMetS + covariates,3,0.23232323232323235,0.5074626865671642,0.7579016681299385
324,GenMetS + covariates,3,0.24242424242424243,0.5223880597014925,0.7579016681299385
325,GenMetS + covariates,3,0.25252525252525254,0.5373134328358209,0.7579016681299385
326,GenMetS + covariates,3,0.26262626262626265,0.5373134328358209,0.7579016681299385
327,GenMetS + covariates,3,0.27272727272727276,0.582089552238806,0.7579016681299385
328,GenMetS + covariates,3,0.2828282828282829,0.582089552238806,0.7579016681299385
329,GenMetS + covariates,3,0.29292929292929293,0.582089552238806,0.7579016681299385
330,GenMetS + covariates,3,0.30303030303030304,0.6268656716417911,0.7579016681299385
331,GenMetS + covariates,3,0.31313131313131315,0.6567164179104478,0.7579016681299385
332,GenMetS + covariates,3,0.32323232323232326,0.6567164179104478,0.7579016681299385
333,GenMetS + covariates,3,0.33333333333333337,0.746268656716418,0.7579016681299385
334,GenMetS + covariates,3,0.3434343434343435,0.7611940298507462,0.7579016681299385
335,GenMetS + covariates,3,0.3535353535353536,0.7761194029850746,0.7579016681299385
336,GenMetS + covariates,3,0.36363636363636365,0.7761194029850746,0.7579016681299385
337,GenMetS + covariates,3,0.37373737373737376,0.7761194029850746,0.7579016681299385
338,GenMetS + covariates,3,0.38383838383838387,0.8059701492537313,0.7579016681299385
339,GenMetS + covariates,3,0.393939393939394,0.8059701492537313,0.7579016681299385
340,GenMetS + covariates,3,0.4040404040404041,0.835820895522388,0.7579016681299385
341,GenMetS + covariates,3,0.4141414141414142,0.8805970149253731,0.7579016681299385
342,GenMetS + covariates,3,0.42424242424242425,0.8805970149253731,0.7579016681299385
343,GenMetS + covariates,3,0.43434343434343436,0.8805970149253731,0.7579016681299385
344,GenMetS + covariates,3,0.4444444444444445,0.8955223880597015,0.7579016681299385
345,GenMetS + covariates,3,0.4545454545454546,0.8955223880597015,0.7579016681299385
346,GenMetS + covariates,3,0.4646464646464647,0.8955223880597015,0.7579016681299385
