,model,bootstrap_iteration,c_index
217,GenMetS + age,17,0.7080652915455232
218,GenMetS + age,18,0.7126324946773197
219,GenMetS + age,19,0.7128499805407386
220,GenMetS + age,20,0.7126782811748815
221,GenMetS + age,21,0.7103431697992262
222,GenMetS + age,22,0.7038300405210504
223,GenMetS + age,23,0.7051120624527827
224,GenMetS + age,24,0.7125180284334149
225,GenMetS + age,25,0.7032462626771365
226,GenMetS + age,26,0.7126782811748815
227,GenMetS + age,27,0.7084888166479705
228,GenMetS + age,28,0.7128156406675671
229,GenMetS + age,29,0.7103431697992262
230,GenMetS + age,30,0.7125065818090245
231,GenMetS + age,31,0.7140976625992995
232,GenMetS + age,32,0.7052837618186397
233,GenMetS + age,33,0.7121860763260914
234,GenMetS + age,34,0.7080652915455232
235,GenMetS + age,35,0.7125065818090245
236,GenMetS + age,36,0.7105148691650832
237,GenMetS + age,37,0.7150706256724891
238,GenMetS + age,38,0.7083629037796754
239,GenMetS + age,39,0.7133879718870905
240,GenMetS + age,40,0.7142808085895469
241,GenMetS + age,41,0.7121173965797486
242,GenMetS + age,42,0.7150706256724891
243,GenMetS + age,43,0.7125065818090245
244,GenMetS + age,44,0.7121860763260914
245,GenMetS + age,45,0.7104919759163023
246,GenMetS + age,46,0.7102058103065406
247,GenMetS + age,47,0.7128156406675671
248,GenMetS + age,48,0.7150706256724891
249,GenMetS + age,49,0.7083629037796754
250,GenMetS + age,50,0.7080080584235708
251,GenMetS + age,51,0.714086215974909
252,GenMetS + age,52,0.7080080584235708
253,GenMetS + age,53,0.712861427165129
254,GenMetS + age,54,0.7125065818090245
255,GenMetS + age,55,0.7123806689407294
256,GenMetS + age,56,0.7074128339552666
257,GenMetS + age,57,0.7125180284334149
258,GenMetS + age,58,0.7084888166479705
259,GenMetS + age,59,0.7104919759163023
260,GenMetS + age,60,0.7125180284334149
261,GenMetS + age,61,0.7133879718870905
262,GenMetS + age,62,0.7125180284334149
263,GenMetS + age,63,0.7126096014285387
264,GenMetS + age,64,0.7105148691650832
265,GenMetS + age,65,0.7080652915455232
266,GenMetS + age,66,0.7085002632723609
267,GenMetS + age,67,0.7069549689796479
268,GenMetS + age,68,0.7103431697992262
269,GenMetS + age,69,0.7150706256724891
270,GenMetS + age,70,0.7080652915455232
271,GenMetS + age,71,0.7120601634577963
272,GenMetS + age,72,0.7125065818090245
273,GenMetS + age,73,0.7121860763260914
274,GenMetS + age,74,0.7105148691650832
275,GenMetS + age,75,0.7119685904626726
276,GenMetS + age,76,0.7080080584235708
277,GenMetS + age,77,0.7120601634577963
278,GenMetS + age,78,0.7126324946773197
279,GenMetS + age,79,0.712861427165129
280,GenMetS + age,80,0.7150706256724891
281,GenMetS + age,81,0.7080080584235708
282,GenMetS + age,82,0.7126782811748815
283,GenMetS + age,83,0.7128156406675671
284,GenMetS + age,84,0.7080652915455232
285,GenMetS + age,85,0.7125065818090245
286,GenMetS + age,86,0.7128156406675671
287,GenMetS + age,87,0.7051120624527827
288,GenMetS + age,88,0.7150706256724891
289,GenMetS + age,89,0.7085002632723609
290,GenMetS + age,90,0.7083629037796754
291,GenMetS + age,91,0.7046084109796021
292,GenMetS + age,92,0.7080652915455232
293,GenMetS + age,93,0.7013919095258808
294,GenMetS + age,94,0.7140976625992995
295,GenMetS + age,95,0.7080080584235708
296,GenMetS + age,96,0.7133879718870905
297,GenMetS + age,97,0.7129530001602528
298,GenMetS + age,98,0.7123806689407294
299,GenMetS + age,99,0.7150706256724891
300,Age Only,0,0.6820471143059912
301,Age Only,1,0.6818525216913532
302,Age Only,2,0.6820471143059912
303,Age Only,3,0.6830200773791809
304,Age Only,4,0.6817838419450104
305,Age Only,5,0.6818525216913532
306,Age Only,6,0.6818525216913532
307,Age Only,7,0.6820471143059912
308,Age Only,8,0.6820471143059912
309,Age Only,9,0.6820471143059912
310,Age Only,10,0.6820471143059912
311,Age Only,11,0.6830200773791809
312,Age Only,12,0.6813717634669536
313,Age Only,13,0.6817838419450104
314,Age Only,14,0.6834092626084568
315,Age Only,15,0.6818525216913532
316,Age Only,16,0.6820471143059912
317,Age Only,17,0.6817838419450104
318,Age Only,18,0.6820471143059912
319,Age Only,19,0.6818525216913532
320,Age Only,20,0.6817838419450104
321,Age Only,21,0.6817838419450104
322,Age Only,22,0.6820471143059912
323,Age Only,23,0.6824362995352671
324,Age Only,24,0.6830200773791809
325,Age Only,25,0.6820471143059912
326,Age Only,26,0.6818525216913532
327,Age Only,27,0.6820471143059912
328,Age Only,28,0.6805933930084018
329,Age Only,29,0.6818525216913532
330,Age Only,30,0.6818525216913532
331,Age Only,31,0.6813717634669536
332,Age Only,32,0.6820471143059912
333,Age Only,33,0.6820471143059912
334,Age Only,34,0.6830200773791809
