,model,bootstrap_iteration,calibration_slope
279,GenMetS + age,79,3.3300652179096915
280,GenMetS + age,80,3.338557753168312
281,GenMetS + age,81,3.273283233950637
282,GenMetS + age,82,3.308699508263276
283,GenMetS + age,83,3.19942697037063
284,GenMetS + age,84,3.452761317418949
285,GenMetS + age,85,3.3135645250997245
286,GenMetS + age,86,3.19942697037063
287,GenMetS + age,87,3.6657716158095313
288,GenMetS + age,88,3.338557753168312
289,GenMetS + age,89,3.2695614565257825
290,GenMetS + age,90,3.4507668075166302
291,GenMetS + age,91,3.6643767476866844
292,GenMetS + age,92,3.452761317418949
293,GenMetS + age,93,3.6101248853851473
294,GenMetS + age,94,3.354718468615395
295,GenMetS + age,95,3.273283233950637
296,GenMetS + age,96,3.3271565371549414
297,GenMetS + age,97,3.318899446349055
298,GenMetS + age,98,3.1857429755078726
299,GenMetS + age,99,3.338557753168312
300,Age Only,0,2.9192914698946506
301,Age Only,1,2.9736228016538666
302,Age Only,2,2.9192914698946506
303,Age Only,3,2.8456178194053723
304,Age Only,4,2.853505625523093
305,Age Only,5,2.9736228016538666
306,Age Only,6,2.967415213121388
307,Age Only,7,2.9192914698946506
308,Age Only,8,2.9192914698946506
309,Age Only,9,2.9192914698946506
310,Age Only,10,2.9192914698946506
311,Age Only,11,2.8456178194053723
312,Age Only,12,3.1816305370947893
313,Age Only,13,2.853505625523093
314,Age Only,14,2.8811853468356525
315,Age Only,15,2.967415213121388
316,Age Only,16,2.9192914698946506
317,Age Only,17,2.853505625523093
318,Age Only,18,2.9192914698946506
319,Age Only,19,2.967415213121388
320,Age Only,20,2.853505625523093
321,Age Only,21,2.853505625523093
322,Age Only,22,2.9192914698946506
323,Age Only,23,2.9075755903568314
324,Age Only,24,2.8456178194053723
325,Age Only,25,2.9192914698946506
326,Age Only,26,2.9736228016538666
327,Age Only,27,2.9192914698946506
328,Age Only,28,3.1292620200112564
329,Age Only,29,2.967415213121388
330,Age Only,30,2.9736228016538666
331,Age Only,31,3.1816305370947893
332,Age Only,32,2.9192914698946506
333,Age Only,33,2.9192914698946506
334,Age Only,34,2.8456178194053723
335,Age Only,35,2.9192914698946506
336,Age Only,36,2.853505625523093
337,Age Only,37,2.9736228016538666
338,Age Only,38,2.9075755903568314
339,Age Only,39,2.9736228016538666
340,Age Only,40,3.1816305370947893
341,Age Only,41,2.8456178194053723
342,Age Only,42,2.853505625523093
343,Age Only,43,2.9192914698946506
344,Age Only,44,2.9192914698946506
345,Age Only,45,2.9192914698946506
346,Age Only,46,2.9736228016538666
347,Age Only,47,2.9736228016538666
348,Age Only,48,2.8456178194053723
349,Age Only,49,2.9736228016538666
350,Age Only,50,2.9075755903568314
351,Age Only,51,2.9736228016538666
352,Age Only,52,2.9192914698946506
353,Age Only,53,2.853505625523093
354,Age Only,54,2.967415213121388
355,Age Only,55,2.9192914698946506
356,Age Only,56,3.1816305370947893
357,Age Only,57,2.9192914698946506
358,Age Only,58,2.8456178194053723
359,Age Only,59,2.9192914698946506
360,Age Only,60,2.8456178194053723
361,Age Only,61,2.967415213121388
362,Age Only,62,2.9192914698946506
363,Age Only,63,2.967415213121388
364,Age Only,64,2.9075755903568314
365,Age Only,65,2.976200055165941
366,Age Only,66,2.9192914698946506
367,Age Only,67,2.9192914698946506
368,Age Only,68,2.9192914698946506
369,Age Only,69,2.9736228016538666
370,Age Only,70,2.8456178194053723
371,Age Only,71,2.9192914698946506
372,Age Only,72,2.853505625523093
373,Age Only,73,2.853505625523093
374,Age Only,74,2.9736228016538666
375,Age Only,75,2.9192914698946506
376,Age Only,76,2.978090044272763
377,Age Only,77,2.8456178194053723
378,Age Only,78,2.8456178194053723
379,Age Only,79,2.8456178194053723
380,Age Only,80,2.9192914698946506
381,Age Only,81,2.9192914698946506
382,Age Only,82,2.9192914698946506
383,Age Only,83,2.967415213121388
384,Age Only,84,2.976200055165941
385,Age Only,85,2.9736228016538666
386,Age Only,86,2.9736228016538666
387,Age Only,87,2.9075755903568314
388,Age Only,88,2.853505625523093
389,Age Only,89,2.9192914698946506
390,Age Only,90,2.9075755903568314
391,Age Only,91,2.853505625523093
392,Age Only,92,2.8456178194053723
393,Age Only,93,2.9736228016538666
394,Age Only,94,2.9736228016538666
395,Age Only,95,2.853505625523093
396,Age Only,96,2.9075755903568314
397,Age Only,97,2.9192914698946506
398,Age Only,98,2.9192914698946506
399,Age Only,99,2.853505625523093
400,covariates only,0,3.4137312398228175
401,covariates only,1,3.4137312398228175
402,covariates only,2,3.2060072662785415
403,covariates only,3,3.4108242945473295
404,covariates only,4,3.2172880079615584
405,covariates only,5,3.217100425526398
406,covariates only,6,3.0841284526048343
407,covariates only,7,3.4108242945473295
408,covariates only,8,1.6059584436446983
409,covariates only,9,3.4108242945473295
410,covariates only,10,3.169031612481397
411,covariates only,11,3.293783502625927
412,covariates only,12,3.0743265835445808
413,covariates only,13,3.4137312398228175
414,covariates only,14,3.217100425526398
415,covariates only,15,3.3630000902887573
416,covariates only,16,3.048742723045869
417,covariates only,17,3.4481504657871413
418,covariates only,18,3.2400553821444977
419,covariates only,19,3.217100425526398
420,covariates only,20,3.2400553821444977
421,covariates only,21,3.217100425526398
422,covariates only,22,3.2794344298585663
423,covariates only,23,3.078113458562459
424,covariates only,24,3.490057089528562
425,covariates only,25,3.035662008728241
426,covariates only,26,3.4752659513003406
427,covariates only,27,1.7656418519621777
428,covariates only,28,3.223544726532591
429,covariates only,29,3.078113458562459
430,covariates only,30,3.256256833995969
431,covariates only,31,3.2400553821444977
432,covariates only,32,3.2560933871887774
433,covariates only,33,3.4108242945473295
434,covariates only,34,3.2794344298585663
435,covariates only,35,3.223544726532591
436,covariates only,36,3.3336478958600213
437,covariates only,37,3.4137312398228175
438,covariates only,38,3.4592174422926605
439,covariates only,39,3.2794344298585663
440,covariates only,40,3.4137312398228175
441,covariates only,41,3.4182481729948613
442,covariates only,42,3.1932289398132228
443,covariates only,43,3.078113458562459
444,covariates only,44,3.1434960447348943
445,covariates only,45,3.223544726532591
446,covariates only,46,3.0854709089402093
447,covariates only,47,3.2776064947234618
448,covariates only,48,3.217100425526398
449,covariates only,49,3.2172880079615584
450,covariates only,50,3.2060072662785415
451,covariates only,51,3.0683701820111926
452,covariates only,52,3.0841284526048343
453,covariates only,53,3.325302485349562
454,covariates only,54,3.078113458562459
455,covariates only,55,3.138072408133832
456,covariates only,56,3.10979331273262
457,covariates only,57,3.223544726532591
458,covariates only,58,3.1932289398132228
459,covariates only,59,3.223544726532591
460,covariates only,60,3.3003069211320444
461,covariates only,61,3.144405186303754
462,covariates only,62,3.4592174422926605
463,covariates only,63,3.490057089528562
464,covariates only,64,3.2172880079615584
465,covariates only,65,3.071801892954258
466,covariates only,66,3.079028703459591
467,covariates only,67,3.4108242945473295
468,covariates only,68,3.2118762358605975
469,covariates only,69,3.4108242945473295
470,covariates only,70,3.2172880079615584
471,covariates only,71,3.217100425526398
472,covariates only,72,3.3336478958600213
473,covariates only,73,3.2522478665672185
474,covariates only,74,3.294845322433961
475,covariates only,75,3.4137312398228175
476,covariates only,76,3.4108242945473295
477,covariates only,77,3.048742723045869
478,covariates only,78,3.2776064947234618
479,covariates only,79,3.3336478958600213
480,covariates only,80,3.2776064947234618
481,covariates only,81,3.4108242945473295
482,covariates only,82,3.3336478958600213
483,covariates only,83,3.3003069211320444
484,covariates only,84,3.1932289398132228
485,covariates only,85,3.071801892954258
486,covariates only,86,3.2172880079615584
487,covariates only,87,3.4108242945473295
488,covariates only,88,3.3630000902887573
489,covariates only,89,3.4481504657871413
490,covariates only,90,3.0502630847843677
491,covariates only,91,3.0841284526048343
492,covariates only,92,3.217100425526398
493,covariates only,93,3.415983917625208
494,covariates only,94,3.2794344298585663
495,covariates only,95,3.2399333354338027
496,covariates only,96,3.1932289398132228
497,covariates only,97,3.308649111523467
498,covariates only,98,3.223544726532591
499,covariates only,99,3.2560933871887774
